知乎作者,作者id,回答时间,赞同数,底下评论数,回答内容
匿名用户,0,2021-08-11 14:00:41,15,0,看了一堆评论，我都快要吐了。首先说这个实习生，他的措辞在我看来确实不妥。但这并不是重点啊他能够勇敢的提出建议，反对酒桌文化，反对职场。这本身就是值得鼓励和支持的。我相信大部分人对所谓的酒桌文化应该是深恶痛绝的，但之所以这个问题根深蒂固的存在就是在于大家害怕反抗所造成利益上的损失或者本身就是既得利益者。在阿里出事之后，能有人接着跳出来高呼反对酒桌文化，举起反对职场，净化职场风气的大旗。这即便是营销，也是有着好的意义的营销。让各大公司，各个行业在反酒桌文化，反职场上卷起来。为全社会营造一个积极、健康、平等的职场环境。这才是重点啊谁看不出他的措辞有些不妥？咬文嚼字显得你很厉害哦一堆人一副高高在上、好为人师的嘴脸真让人恶心
纸老虎刀叨忉忉,c5c3dcd5b03bae531eb72b15f6ddd02e,2021-08-11 11:33:48,1,0,完美的情况是，腾讯借此颁布“禁酒令”，执行不执行，是基层层面的，注意“禁酒令”，而不是“禁陪酒令”。凡事要有效果，就往极端上先走一步，然后慢慢退一点。实际上基层员工是最讨厌喝酒的，真正喜欢喝酒上酒桌的很少。领导是最不愿意取消酒会的，敬酒的过程，喝不喝其次，强化地位是关键。所以，“禁酒令”才是正确的回应。当然了，社会毒打大学的各位，会说不喝酒怎么做业务？腾讯和阿里这几年的衰落，就是因为其本质不是技术企业，而是销售企业。拼多多也是如此。喝酒能办的事，压根就不是一个科技企业该干的事。可以促进重新回归到技术本源，不要再卖假药，诱惑未成年和消费主义了。当然了，对于基层员工，名正言顺的拒绝喝酒才是正道。一句公司规定，不比什么借口都强。前几年最受欢迎的，农村就是婚礼禁止铺张，小两口结婚可以省钱，嘴上说：这该死的政策，连个龙虾都吃不了。心里：感谢政府来这么一刀切，省钱不香吗？所以，其实腾讯这一次营销是失败的。如果是营销的话。本质上，所谓工程师文化，只是因为行业不同，腾讯是游戏行业，阿里是电商，去年出事的拼爹爹也是电商，电商需要和客户有交集，本质上是一个销售公司，游戏和玩家的交集很少，也不用给玩家送美女（送个电子美女顶天了）。所以不关文化的事，本质是行业特色。此时腾讯顺水推舟，解了基层的围，是步好棋，可惜，他们还在强调差别。其实都是人组成的企业，能有什么差别。
weiqg,9c888e4bc9c81f9883906d5fbb0f8485,2021-08-11 17:07:41,5,1,看完绝大多数人的观点，我终于明白为什么破冰文化可以盛行了。
天问,1d384bf23ebbb49a217c328c7cf493b7,2021-08-12 08:09:19,1,0,一码事归一码事，不要一棍子打死。这个年纪的热血青年也是有的，哪怕三分热血，七分爱表现，大家也不要如此恶毒。遥想清末，无不是这些热血青年聚散天下风云，改变民族命运。职场尊卑有序，实习生要搞清楚自己位置，这套日本的东西不要在中国搞。因为，，，走上来就搞清楚自己位置这套说辞真是很恶心，自己限制自己，出现一个异类就要使用暴力把他搞死吗？能好好说话，真有两把刷子，能好好教育年轻人吗？虽然这个实习生的确有些愣头青，但是你们这些精致的生存主义就是社会文化的糟粕，是硕鼠和蛆虫。
用户13667743,cb53b5c163b7506d7a64f1b1df20fa9c,2021-08-11 20:29:58,5,1,所以还要问这种问题，有意义吗？酒桌文化会被后、后终结吗？终于有年轻人赶直接对上级说出自己反对酒桌文化的想法了。结果呢？结果在知乎这个看似年轻人很多，看似反对酒桌文化的平台上受到了那么多嘲讽，有说搞自我营销的，有说太年轻的。甚至有人居然在那里纠结他感叹号用得太多，可笑啊。
溪山君,c039b2fd49960053a017e1c33eb3cab8,2021-08-11 17:23:04,6,0,人们更喜欢抹平棱角的人。比如说这个小哥三观绝对没有问题，遇事不怂，可以说是以一人之力，为全体女性争取利益，甚至不惜越级和最高层对话，视自己前途为空气。但是就是这样一个人，我敢保证，所有的回答给他的评论不会是我的第二段评论，而是会是这孩子读书时候脑子被驴踢了。或者一句，终究还是孩子啊。有时候觉得挺可悲的，就是人们已经习惯了做点啥事都考虑一下自己会不会惹领导生气，自己位子会不会丢。就哪怕自己身边的同事被性了，被领导非礼了，他都不会出来作证谴责一下，他觉得这个绝对不能影响自己。如果这个时候楼下有个小伙出头站出来说，他看见了，领导天天借口找那个女生。那么估计整个办公室的人都在等着看这个“傻货”的笑话。所以评论里的人，基本上无一不是站在智者的角度，去用自己的无声去维护着所谓的正义，甚至把那种勇敢站出来，无视自己前途的人，当成他们嘲笑的对象。可是如果有一天他们的女儿，妻子被人如此性，他们还会这样子想吗，他们可能巴不得快点出来一个这样子的勇士，来把事情闹大，好出台相关规定。所以男性们觉得这男生被驴踢了就算了，至少所有女性，我觉得都要好好的爱护一个这样的人，否则，那真是女性的悲哀。同时要知道，每个单位里有一个这样的人，最容易推动事情的，因为这样的人敢说话，说出来的话又硬又难听但是偏偏有道理得民心，领导不好不做。就比如单位领导给员工画饼，一般下面员工各个心里不爽只会私下抱怨，然后这种人会在工作群里直接回怼领导画饼，结果就是领导面子上过不去，会尽可能兑现承诺，然后所有人受益，而这个敢于说话的人，会被冷落。同事们享受他争取到的利益的同时，会不自觉的和他保持距离，生怕领导误会自己和他走的近。而这个人后面可能会离开公司，被人在议论的时候，说他情商不高，自以为是。却不知道单位多数人，都享受着人家争取的利益。
麦田圈守望者,0e4923f9ed64fc96664f5b3e24c220ea,2021-08-11 17:31:56,0,0,我猜祁琛杰想成为下一个王思聪。先把自己搞红，成为下一个国民老公，然后想王思聪王多鱼一样融资捞钱回来。人家盼着麻花藤辞了他呢，这样就成了不畏强权的斗士，更出名了。我觉得是这么个套路。反正人家家里有矿，碰瓷腾讯此计不成，还可以寻机再生一计，最糟糕的结果也不过是回家继承亿万家产罢了。
呵呵,aaaf07aa7429ad1ffe7d252f44dde64c,2021-08-11 14:34:35,2,0,他想攥取什么，不重要。如果他的道德绑架能推动腾讯推行相关条令，那他也是英雄，给他些奖励也很正常。你给资本家干活难不成是真心为了他的奔驰而奋斗还不是图钱超级英雄大片看多了吧你说他在道德绑架腾讯高层，你们是不是在道德绑架他真是
美颜盛世半夜敲窗,338aeeef3b15a15dd376e83a11434117,2021-08-11 11:51:35,0,0,人家老爸是上市公司高管，他根本就不在乎这份工作，去腾讯也不过是为了镀金而已。一般实习生有这个胆子？
aogutu葛忠涛,9f76b1c395d047ad9dd7f255cfd3a27f,2021-08-11 14:55:42,0,0,行为出发点，基本上确定是自我营销而已。但阿里事件，为阿里没有及时防止扩散而喜怒哀乐的，着实不少。但这种性侵害案件，难道是防止扩散的问题吗？在很多思考能力强的人都在认为防止扩散是核心问题时，各种能起到扩散的行为，都可以先正面看待。有生力量是借助，不是依靠。主动向公众交代，才是完全正确的行为。如果害怕公众监督，那就意味着打小算盘是计划内的事。主动向公众交代其实可以利己利人，增加组织正确性。多少想整顿组织的都想发挥公众监督力量。有关提建议这事，不要忽视了：国家早就严查劝酒行为了啊，为什么企业还能不知廉耻的后知后觉？职业性骚扰都是几百年以上历史了，企业高管的学历、见识是来装疯卖傻的吗？一方面坚持不要公众监督，只要防止扩散一方面又以听候公众呼吁来作为改进噱头掩耳盗铃。性案件要严查严管，就是因为现状是：大多数有能力发言的都起哄时有份，改进时就坚持立场歪解。这种状况下，规矩再怎么订也是执行难度高，还执行时雪上加霜。
hhh999,6b3c5ae8b855134fe8bddb6eabaeac3f,2021-08-11 18:27:39,4,1,回答让我感受到革命可以，但必须是我发起的
鲍鱼王,575069a04d657497c4414f6188993088,2021-08-11 15:20:34,2,0,我觉得这件事最后会走向一个很诡异的结局今后各大公司大量减少招聘年轻女员工
luckyhawk,07377c54914fb1b12d6f66d6351bda24,2021-08-11 18:42:20,1,0,腾讯也许不是个好公司，但是看看父子的对话，他爹的公司想想都很可怕。
知乎用户,6e76448c58f5c14cbdf73966668f2101,2021-08-12 12:04:18,0,0,像腾讯这样的大公司应该改良中国不良职场文化的责任
知乎用户,8f525f56d469c60669186bcb14344649,2021-08-11 10:29:15,1,0,除了乱用感叹号，我没啥意见。
见贤,ac0471a99a5a612512a959ed9b8199c7,2021-08-12 19:07:46,0,0,这小伙是个人才啊建议入职阿里，在腾讯屈才了。
笑嘻嘻嘻嘻笑,7d4e2cc35284708fc2360e7bbcf45338,2021-08-11 21:48:07,0,0,马化腾：？？？刚发完信息就截图昭告天下，你怕不是有毒吧？
国千雨,7057ed482ebb5450993d654a29540af9,2021-08-11 17:03:55,10,21,看了一水回答，领导说务必回复的时候，可没见你们这么义愤填膺，人人喊打，可见是职场的大多数老人和社畜都已经跪习惯了，（大公司的哪能叫社畜，人家可是中产阶级）可悲可叹，他们仿佛在说，我入了职场这么多年，学了这么多规矩，战战兢兢给资本方当奴才，凭什么你刚来就想挺直腰杆子跟领导平起平坐。一副我跪习惯了，你也应当跪着的嘴脸，呵呵，腰弯久了怎么能站起来说话，一个个叫嚣的仿佛在说自己真的很懂职场文化一样，说什么历来如此，是啊，职场文化就是为了给你这种逆来顺受的人准备的。一副居高临下打过街老鼠的高傲模样，一方面对职场文化，上下级跪舔，以此表忠心，另一方面对失势者极力打压起来兴奋的高潮迭起，恨不得所有人跟他一样，受着资本的压迫和剥削，还要反过来维护资本，乌鸦反哺都没你们这么感天动地，不相信怎么还有人站着就把钱给挣了。说什么实习生打工仔有什么资格跨级和领导沟通？皇帝面前尚可告御状，领导还知道说一句“谢谢你的建议”一群跪着的人反倒颇有微词嘀咕着小民怎敢通天？可见资本的力量，既然如此企业微信就该设置成只能给自己的直接领导发消息，现在就是领导们打着与民共乐的旗号，表面上维护员工利益，实则坐在职场高台上心里叽歪着你怎么敢告御状，你也配？不得不承认该实习生初出茅庐，的确有些地方不符合社会传统职场的规范，且不论是否有刻意出风头的意图，夺人眼球也好，总归倡导改变企业糟粕文化是社会的进步，这时候再来谈发声人是否有出风头的意图有意义吗，重要吗？可不见几位职场老人敢说这话，我倒是问问，倒不见你敢出这个风头，可见该实习生对社会不公的反抗，才是最主要的精神，而就算其有想出风头的意识，各位老人也大可不必摆出一副众人皆睡我独醒，觉得看穿了别人的伎俩，一副上位者的洋洋自得，权利就是这么争取来的。我相信有很多人包括女性也包括男性，都对糟粕的酒桌文化深恶痛绝，那副你不喝就给我滚蛋的嘴脸，深深印刻在一些人的心中，它胁迫着无产阶级向资本服从，也许你们觉得这个实习生是为了出风头，而我看到的确实一个新生代年轻人对旧社会的批判与斗争于媛媛曾说我们生下来不是来适应这个社会的，而是来改变这个社会的鲁迅先生也曾说过愿中国青年都摆脱冷气，只是向上走，不必听自暴自弃者流的话。能做事的做事，能发声的发声。有一分热，发一分光。就令萤火一般，也可以在黑暗里发一点光，不必等候炬火希望大家明白，中华人民共和国是社会主义国家而不是资本主义国家，希望以后中国有更多的青年站出来，为社会发声，为人民发声
